,Screen_name,URL,Screen_number,Seats,Size,Sound
326,TOHO CINEMAS HIGASHIURA,https://www.tohotheater.jp/theater/021/institution.html,SCREEN 5,170+(2),5.0×11.5m,デジタル5.1ch
327,TOHO CINEMAS HIGASHIURA,https://www.tohotheater.jp/theater/021/institution.html,,,,
328,TOHO CINEMAS HIGASHIURA,https://www.tohotheater.jp/theater/021/institution.html,SCREEN 6,123+(1),3.9×8.9m,デジタル5.1ch
329,TOHO CINEMAS HIGASHIURA,https://www.tohotheater.jp/theater/021/institution.html,,,,
330,TOHO CINEMAS HIGASHIURA,https://www.tohotheater.jp/theater/021/institution.html,SCREEN 7,123+(1),3.9×8.9m,デジタル5.1ch
331,TOHO CINEMAS HIGASHIURA,https://www.tohotheater.jp/theater/021/institution.html,,,,
332,TOHO CINEMAS HIGASHIURA,https://www.tohotheater.jp/theater/021/institution.html,SCREEN 8,152+(1),4.3×10.0m,デジタル5.1ch
333,TOHO CINEMAS HIGASHIURA,https://www.tohotheater.jp/theater/021/institution.html,,,,
334,TOHO CINEMAS HIGASHIURA,https://www.tohotheater.jp/theater/021/institution.html,SCREEN 9,131+(1),4.3×10.0m,デジタル5.1ch
335,TOHO CINEMAS HIGASHIURA,https://www.tohotheater.jp/theater/021/institution.html,,,,
336,TOHO CINEMAS KISOGAWA,https://www.tohotheater.jp/theater/016/institution.html,SCREEN 1,93+(2),3.9×7.2m,デジタル5.1ch
337,TOHO CINEMAS KISOGAWA,https://www.tohotheater.jp/theater/016/institution.html,SCREEN 2,104+(2),3.8×7.6m,デジタル5.1ch
338,TOHO CINEMAS KISOGAWA,https://www.tohotheater.jp/theater/016/institution.html,SCREEN 3,182+(2),4.6×9.5m,デジタル5.1ch
339,TOHO CINEMAS KISOGAWA,https://www.tohotheater.jp/theater/016/institution.html,SCREEN 4,130+(2),4.2×8.2m,デジタル5.1ch
340,TOHO CINEMAS KISOGAWA,https://www.tohotheater.jp/theater/016/institution.html,SCREEN 5,381+(3),6.6×15.8m,デジタル5.1ch
341,TOHO CINEMAS KISOGAWA,https://www.tohotheater.jp/theater/016/institution.html,SCREEN 6,313+(2),6.3×13.4m,デジタル5.1ch
342,TOHO CINEMAS KISOGAWA,https://www.tohotheater.jp/theater/016/institution.html,SCREEN 7,93+(2),3.9×7.2m,デジタル5.1ch
343,TOHO CINEMAS KISOGAWA,https://www.tohotheater.jp/theater/016/institution.html,SCREEN 8,214+(2),5.4×10.9m,デジタル5.1ch
344,TOHO CINEMAS KISOGAWA,https://www.tohotheater.jp/theater/016/institution.html,SCREEN 9,163+(2),4.9×9.6m,デジタル5.1ch
345,TOHO CINEMAS KISOGAWA,https://www.tohotheater.jp/theater/016/institution.html,SCREEN 10,134+(2),4.9×10.1m,デジタル5.1ch
346,TOHO CINEMAS HAMAMATSU,https://www.tohotheater.jp/theater/004/institution.html,PREMIER,97+(2),5.3×12.1m,デジタル5.1ch
347,TOHO CINEMAS HAMAMATSU,https://www.tohotheater.jp/theater/004/institution.html,SCREEN 1,250+(3),5.6×13.0m,デジタル5.1ch
348,TOHO CINEMAS HAMAMATSU,https://www.tohotheater.jp/theater/004/institution.html,SCREEN 2,250+(3),5.6×13.0m,デジタル5.1ch
349,TOHO CINEMAS HAMAMATSU,https://www.tohotheater.jp/theater/004/institution.html,SCREEN 3,159+(3),5.2×11.9m,デジタル5.1ch
350,TOHO CINEMAS HAMAMATSU,https://www.tohotheater.jp/theater/004/institution.html,SCREEN 4,178+(3),5.6×13.0m,デジタル5.1ch
351,TOHO CINEMAS HAMAMATSU,https://www.tohotheater.jp/theater/004/institution.html,SCREEN 5,317+(3),5.6×13.0m,デジタル5.1ch
352,TOHO CINEMAS HAMAMATSU,https://www.tohotheater.jp/theater/004/institution.html,SCREEN 6,319+(3),5.6×13.0m,デジタル5.1ch
353,TOHO CINEMAS HAMAMATSU,https://www.tohotheater.jp/theater/004/institution.html,SCREEN 7,174+(2),5.6×12.9m,デジタル5.1ch
354,TOHO CINEMAS HAMAMATSU,https://www.tohotheater.jp/theater/004/institution.html,SCREEN 8,159+(3),5.2×11.9m,デジタル5.1ch
355,TOHO CINEMAS SUN STREET HAMAKITA,https://www.tohotheater.jp/theater/039/institution.html,SCREEN 1,415+(2),7.2×17.4m,デジタル5.1ch
356,TOHO CINEMAS SUN STREET HAMAKITA,https://www.tohotheater.jp/theater/039/institution.html,SCREEN 2,313+(2),6.8×16.3m,デジタル5.1ch
357,TOHO CINEMAS SUN STREET HAMAKITA,https://www.tohotheater.jp/theater/039/institution.html,SCREEN 3,182+(2),4.9×11.9m,デジタル5.1ch
358,TOHO CINEMAS SUN STREET HAMAKITA,https://www.tohotheater.jp/theater/039/institution.html,SCREEN 4,135+(2),3.6×8.6m,デジタル5.1ch
359,TOHO CINEMAS SUN STREET HAMAKITA,https://www.tohotheater.jp/theater/039/institution.html,SCREEN 5,125+(2),3.4×8.1m,デジタル5.1ch
360,TOHO CINEMAS SUN STREET HAMAKITA,https://www.tohotheater.jp/theater/039/institution.html,SCREEN 6,265+(2),5.6×13.5m,デジタル5.1ch
361,TOHO CINEMAS SUN STREET HAMAKITA,https://www.tohotheater.jp/theater/039/institution.html,SCREEN 7,234+(2),5.7×13.6m,デジタル5.1ch
362,TOHO CINEMAS SUN STREET HAMAKITA,https://www.tohotheater.jp/theater/039/institution.html,SCREEN 8,172+(2),4.0×9.6m,デジタル5.1ch
363,TOHO CINEMAS SUN STREET HAMAKITA,https://www.tohotheater.jp/theater/039/institution.html,SCREEN 9,100+(2),3.4×8.1m,デジタル5.1ch
364,TOHO CINEMAS LALAPORT IWATA,https://www.tohotheater.jp/theater/065/institution.html,SCREEN 1,170+(2),4.2×10.2m,デジタル5.1ch
365,TOHO CINEMAS LALAPORT IWATA,https://www.tohotheater.jp/theater/065/institution.html,SCREEN 2,138+(2),4.2×10.0m,デジタル5.1ch
366,TOHO CINEMAS LALAPORT IWATA,https://www.tohotheater.jp/theater/065/institution.html,SCREEN 3,130+(2),3.4×8.0m,デジタル5.1ch
367,TOHO CINEMAS LALAPORT IWATA,https://www.tohotheater.jp/theater/065/institution.html,SCREEN 4,331+(3),5.3×12.6m,デジタル5.1ch
368,TOHO CINEMAS LALAPORT IWATA,https://www.tohotheater.jp/theater/065/institution.html,SCREEN 5,150+(2),3.7×8.8m,デジタル5.1ch
369,TOHO CINEMAS LALAPORT IWATA,https://www.tohotheater.jp/theater/065/institution.html,SCREEN 6,107+(2),3.5×8.3m,デジタル5.1ch
370,TOHO CINEMAS LALAPORT IWATA,https://www.tohotheater.jp/theater/065/institution.html,SCREEN 7,135+(2),3.8×9.3m,デジタル5.1ch
371,TOHO CINEMAS LALAPORT IWATA,https://www.tohotheater.jp/theater/065/institution.html,SCREEN 8,108+(2),4.2×10.2m,デジタル5.1ch
372,TOHO CINEMAS LALAPORT IWATA,https://www.tohotheater.jp/theater/065/institution.html,SCREEN 9,203+(2),4.5×10.7m,デジタル5.1ch
373,TOHO CINEMAS LALAPORT IWATA,https://www.tohotheater.jp/theater/065/institution.html,SCREEN 10,170+(2),4.1×9.8m,デジタル5.1ch
374,TOHO CINEMAS GIFU,https://www.tohotheater.jp/theater/020/institution.html,SCREEN 1,336+(2),5.8×13.8m,デジタル5.1ch
375,TOHO CINEMAS GIFU,https://www.tohotheater.jp/theater/020/institution.html,SCREEN 2,131+(2),4.0×8.4m,デジタル5.1ch
376,TOHO CINEMAS GIFU,https://www.tohotheater.jp/theater/020/institution.html,SCREEN 3,152+(2),4.0×8.4m,デジタル5.1ch
377,TOHO CINEMAS GIFU,https://www.tohotheater.jp/theater/020/institution.html,SCREEN 4,98+(2),3.1×6.6m,デジタル5.1ch
378,TOHO CINEMAS GIFU,https://www.tohotheater.jp/theater/020/institution.html,SCREEN 5,119+(2),3.1×6.6m,デジタル5.1ch
379,TOHO CINEMAS GIFU,https://www.tohotheater.jp/theater/020/institution.html,SCREEN 6,300+(2),5.9×12.2m,デジタル5.1ch
380,TOHO CINEMAS GIFU,https://www.tohotheater.jp/theater/020/institution.html,SCREEN 7,264+(2),5.6×12.3m,デジタル5.1ch
381,TOHO CINEMAS GIFU,https://www.tohotheater.jp/theater/020/institution.html,SCREEN 8,254+(2),5.6×11.6m,デジタル5.1ch
382,TOHO CINEMAS GIFU,https://www.tohotheater.jp/theater/020/institution.html,SCREEN 9,206+(2),4.7×9.5m,デジタル5.1ch
383,TOHO CINEMAS GIFU,https://www.tohotheater.jp/theater/020/institution.html,SCREEN 10,236+(2),4.7×9.5m,デジタル5.1ch
384,TOHO CINEMAS MALERA GIFU,https://www.tohotheater.jp/theater/030/institution.html,SCREEN 1,446+(3),6.2×14.9m,デジタル5.1ch／7.1ch
385,TOHO CINEMAS MALERA GIFU,https://www.tohotheater.jp/theater/030/institution.html,SCREEN 2,400+(2),6.2×14.9m,デジタル5.1ch／7.1ch
386,TOHO CINEMAS MALERA GIFU,https://www.tohotheater.jp/theater/030/institution.html,SCREEN 3,187+(2),5.1×12.2m,デジタル5.1ch／7.1ch
387,TOHO CINEMAS MALERA GIFU,https://www.tohotheater.jp/theater/030/institution.html,SCREEN 4,176+(2),4.9×11.7m,デジタル5.1ch／7.1ch
388,TOHO CINEMAS MALERA GIFU,https://www.tohotheater.jp/theater/030/institution.html,SCREEN 5,129+(2),3.6×8.6m,デジタル5.1ch／7.1ch
389,TOHO CINEMAS MALERA GIFU,https://www.tohotheater.jp/theater/030/institution.html,SCREEN 6,149+(2),4.0×9.7m,デジタル5.1ch／7.1ch
390,TOHO CINEMAS MALERA GIFU,https://www.tohotheater.jp/theater/030/institution.html,SCREEN 7,104+(2),2.8×6.8m,デジタル5.1ch／7.1ch
391,TOHO CINEMAS MALERA GIFU,https://www.tohotheater.jp/theater/030/institution.html,SCREEN 8,104+(2),2.8×6.8m,デジタル5.1ch／7.1ch
392,TOHO CINEMAS MALERA GIFU,https://www.tohotheater.jp/theater/030/institution.html,SCREEN 9,104+(2),2.8×6.8m,デジタル5.1ch／7.1ch
393,TOHO CINEMAS MALERA GIFU,https://www.tohotheater.jp/theater/030/institution.html,SCREEN 10,104+(2),2.8×6.8m,デジタル5.1ch／7.1ch
394,TOHO CINEMAS MALERA GIFU,https://www.tohotheater.jp/theater/030/institution.html,SCREEN 11,298+(2),6.1×14.6m,デジタル5.1ch／7.1ch
395,TOHO CINEMAS MALERA GIFU,https://www.tohotheater.jp/theater/030/institution.html,SCREEN 12,278+(2),6.1×14.6m,デジタル5.1ch／7.1ch
396,TOHO CINEMAS FAVORE TOYAMA,https://www.tohotheater.jp/theater/053/institution.html,CINEMA 1,146+(1),4.4×9.8m,デジタル5.1ch
397,TOHO CINEMAS FAVORE TOYAMA,https://www.tohotheater.jp/theater/053/institution.html,CINEMA 2,84+(1),3.2×6.9m,デジタル5.1ch
398,TOHO CINEMAS FAVORE TOYAMA,https://www.tohotheater.jp/theater/053/institution.html,CINEMA 3,133+(1),3.8×8.2m,デジタル5.1ch
399,TOHO CINEMAS FAVORE TOYAMA,https://www.tohotheater.jp/theater/053/institution.html,CINEMA 4,220+(1),5.3×10.8m,デジタル5.1ch
400,TOHO CINEMAS FAVORE TOYAMA,https://www.tohotheater.jp/theater/053/institution.html,CINEMA 5,363+(2),6.2×15.3m,デジタル5.1ch
401,TOHO CINEMAS FAVORE TOYAMA,https://www.tohotheater.jp/theater/053/institution.html,CINEMA 6,220+(1),5.3×10.8m,デジタル5.1ch
402,TOHO CINEMAS FAVORE TOYAMA,https://www.tohotheater.jp/theater/053/institution.html,CINEMA 7,148+(1),4.7×10.7m,デジタル5.1ch
403,TOHO CINEMAS FAVORE TOYAMA,https://www.tohotheater.jp/theater/053/institution.html,CINEMA 8,157+(1),4.8×10.7m,デジタル5.1ch
404,TOHO CINEMAS FAVORE TOYAMA,https://www.tohotheater.jp/theater/053/institution.html,CINEMA 9,142+(1),4.5×9.9m,デジタル5.1ch
405,TOHO CINEMAS FAVORE TOYAMA,https://www.tohotheater.jp/theater/053/institution.html,CINEMA 10,100+(1),3.4×6.8m,デジタル5.1ch
406,TOHO CINEMAS TAKAOKA,https://www.tohotheater.jp/theater/054/institution.html,シネマ 1,130+(2),4.3×8.4m,デジタル5.1ch
407,TOHO CINEMAS TAKAOKA,https://www.tohotheater.jp/theater/054/institution.html,シネマ 2,119+(2),4.1×8.0m,デジタル5.1ch
408,TOHO CINEMAS TAKAOKA,https://www.tohotheater.jp/theater/054/institution.html,シネマ 3,221+(2),4.5×8.7m,デジタル5.1ch
409,TOHO CINEMAS TAKAOKA,https://www.tohotheater.jp/theater/054/institution.html,シネマ 4,407+(2),6.0×12.5m,デジタル5.1ch
410,TOHO CINEMAS TAKAOKA,https://www.tohotheater.jp/theater/054/institution.html,シネマ 5,338+(2),5.6×12.4m,デジタル5.1ch
411,TOHO CINEMAS TAKAOKA,https://www.tohotheater.jp/theater/054/institution.html,シネマ 6,169+(2),4.3×8.3m,デジタル5.1ch
412,TOHO CINEMAS TAKAOKA,https://www.tohotheater.jp/theater/054/institution.html,シネマ 7,155+(2),3.9×9.5m,デジタル5.1ch
413,TOHO CINEMAS TAKAOKA,https://www.tohotheater.jp/theater/054/institution.html,シネマ 8,198+(2),4.4×9.8m,デジタル5.1ch
414,TOHO CINEMAS UEDA,https://www.tohotheater.jp/theater/068/institution.html,SCREEN 1,108＋(2),3.6×8.4m,デジタル5.1ch
415,TOHO CINEMAS UEDA,https://www.tohotheater.jp/theater/068/institution.html,SCREEN 2,309＋(2),6.8×16.2m,デジタル5.1ch
416,TOHO CINEMAS UEDA,https://www.tohotheater.jp/theater/068/institution.html,SCREEN 3,86＋(2),3.4×8.2m,デジタル5.1ch
417,TOHO CINEMAS UEDA,https://www.tohotheater.jp/theater/068/institution.html,SCREEN 4,84＋(2),3.4×8.2m,デジタル5.1ch
418,TOHO CINEMAS UEDA,https://www.tohotheater.jp/theater/068/institution.html,SCREEN 5,86＋(2),3.4×8.2m,デジタル5.1ch
419,TOHO CINEMAS UEDA,https://www.tohotheater.jp/theater/068/institution.html,SCREEN 6,85＋(2),3.4×8.2m,デジタル5.1ch
420,TOHO CINEMAS UEDA,https://www.tohotheater.jp/theater/068/institution.html,SCREEN 7,130＋(2),3.9×9.4m,デジタル5.1ch
421,TOHO CINEMAS UEDA,https://www.tohotheater.jp/theater/068/institution.html,SCREEN 8,130＋(2),3.9×9.4m,デジタル5.1ch
422,TOHO CINEMAS UMEDA,https://www.tohotheater.jp/theater/037/institution.html,本館 SCREEN 1,733+(4),6.3×15.0m TCX®,DOLBY ATMOS(対応作品のみ)
423,TOHO CINEMAS UMEDA,https://www.tohotheater.jp/theater/037/institution.html,本館 SCREEN 2,480+(3),5.7×13.3m,デジタル5.1ch
424,TOHO CINEMAS UMEDA,https://www.tohotheater.jp/theater/037/institution.html,本館 SCREEN 3,475+(3),5.5×12.6m,デジタル5.1ch
425,TOHO CINEMAS UMEDA,https://www.tohotheater.jp/theater/037/institution.html,本館 SCREEN 4,99+(2),2.6×6.1m,デジタル5.1ch
426,TOHO CINEMAS UMEDA,https://www.tohotheater.jp/theater/037/institution.html,本館 SCREEN 5,96+(2),2.6×6.1m,デジタル5.1ch
427,TOHO CINEMAS UMEDA,https://www.tohotheater.jp/theater/037/institution.html,本館 SCREEN 6,99+(1),2.7×6.7m,デジタル5.1ch
428,TOHO CINEMAS UMEDA,https://www.tohotheater.jp/theater/037/institution.html,本館 SCREEN 7,132+(2),2.0×4.7m,デジタル5.1ch
429,TOHO CINEMAS UMEDA,https://www.tohotheater.jp/theater/037/institution.html,本館 SCREEN 8,152+(2),2.4×5.7m,デジタル5.1ch
430,TOHO CINEMAS UMEDA,https://www.tohotheater.jp/theater/037/institution.html,別館 SCREEN 9,267+(2),4.8×11.3m,デジタル5.1ch
431,TOHO CINEMAS UMEDA,https://www.tohotheater.jp/theater/037/institution.html,別館 SCREEN 10,121+(2),3.6×8.5m,デジタル5.1ch
432,TOHO CINEMAS NAMBA (MAIN BUILDING/ANNEX),https://www.tohotheater.jp/theater/032/institution.html,（本館）SCREEN 1,335+(2),5.9×14.0m,デジタル5.1ch
433,TOHO CINEMAS NAMBA (MAIN BUILDING/ANNEX),https://www.tohotheater.jp/theater/032/institution.html,（本館）SCREEN 2,452+(3),IMAX®デジタルシアター,
434,TOHO CINEMAS NAMBA (MAIN BUILDING/ANNEX),https://www.tohotheater.jp/theater/032/institution.html,（本館）SCREEN 3,94+(2),3.3×7.8m,デジタル5.1ch
435,TOHO CINEMAS NAMBA (MAIN BUILDING/ANNEX),https://www.tohotheater.jp/theater/032/institution.html,（本館）SCREEN 4,118+(2),3.6×8.5m,デジタル5.1ch
436,TOHO CINEMAS NAMBA (MAIN BUILDING/ANNEX),https://www.tohotheater.jp/theater/032/institution.html,（本館）SCREEN 5,112+(2),3.9×9.3m　MX4D®,デジタル5.1ch
437,TOHO CINEMAS NAMBA (MAIN BUILDING/ANNEX),https://www.tohotheater.jp/theater/032/institution.html,（本館）SCREEN 6,181+(2),4.6×11.0m,デジタル5.1ch
438,TOHO CINEMAS NAMBA (MAIN BUILDING/ANNEX),https://www.tohotheater.jp/theater/032/institution.html,（本館）SCREEN 7,270+(2),5.5×13.2m,デジタル5.1ch
439,TOHO CINEMAS NAMBA (MAIN BUILDING/ANNEX),https://www.tohotheater.jp/theater/032/institution.html,（本館）SCREEN 8,118+(2),2.8×6.4m,デジタル5.1ch
440,TOHO CINEMAS SENBOKU,https://www.tohotheater.jp/theater/005/institution.html,PREMIER,94+(2),4.82×11.00m,デジタル5.1ch
441,TOHO CINEMAS SENBOKU,https://www.tohotheater.jp/theater/005/institution.html,SCREEN 1,454+(3),5.32×12.34m,デジタル5.1ch
442,TOHO CINEMAS SENBOKU,https://www.tohotheater.jp/theater/005/institution.html,SCREEN 2,210+(2),5.42×13.00m,デジタル5.1ch
443,TOHO CINEMAS SENBOKU,https://www.tohotheater.jp/theater/005/institution.html,SCREEN 3,205+(2),4.19×9.43m,デジタル5.1ch
444,TOHO CINEMAS SENBOKU,https://www.tohotheater.jp/theater/005/institution.html,SCREEN 4,337+(2),5.50×13.01m,デジタル5.1ch
445,TOHO CINEMAS SENBOKU,https://www.tohotheater.jp/theater/005/institution.html,SCREEN 5,411+(3),5.35×12.48m,デジタル5.1ch
446,TOHO CINEMAS SENBOKU,https://www.tohotheater.jp/theater/005/institution.html,SCREEN 6,210+(2),5.01×11.73m,デジタル5.1ch
447,TOHO CINEMAS SENBOKU,https://www.tohotheater.jp/theater/005/institution.html,SCREEN 7,204+(2),4.82×11.00m,デジタル5.1ch
448,TOHO CINEMAS SENBOKU,https://www.tohotheater.jp/theater/005/institution.html,SCREEN 8,190+(2),4.22×9.66m,デジタル5.1ch
449,TOHO CINEMAS OTORI,https://www.tohotheater.jp/theater/045/institution.html,SCREEN 1,381+(2),6.1×14.6m,デジタル5.1ch
450,TOHO CINEMAS OTORI,https://www.tohotheater.jp/theater/045/institution.html,SCREEN 2,84+(2),4.3×10.4m MX4D®,デジタル5.1ch
451,TOHO CINEMAS OTORI,https://www.tohotheater.jp/theater/045/institution.html,SCREEN 3,81+(1),2.9×6.8m,デジタル5.1ch
452,TOHO CINEMAS OTORI,https://www.tohotheater.jp/theater/045/institution.html,SCREEN 4,81+(1),2.9×6.8m,デジタル5.1ch
453,TOHO CINEMAS OTORI,https://www.tohotheater.jp/theater/045/institution.html,SCREEN 5,220+(2),5.3×12.7m,デジタル5.1ch
454,TOHO CINEMAS OTORI,https://www.tohotheater.jp/theater/045/institution.html,SCREEN 6,358+(2),6.1×14.6m,デジタル5.1ch
455,TOHO CINEMAS OTORI,https://www.tohotheater.jp/theater/045/institution.html,SCREEN 7,311+(2),6.1×14.5m,デジタル5.1ch
456,TOHO CINEMAS OTORI,https://www.tohotheater.jp/theater/045/institution.html,SCREEN 8,134+(2),4.3×10.2m,デジタル5.1ch
457,TOHO CINEMAS OTORI,https://www.tohotheater.jp/theater/045/institution.html,SCREEN 9,123+(2),4.0×9.5m,デジタル5.1ch
458,TOHO CINEMAS OTORI,https://www.tohotheater.jp/theater/045/institution.html,SCREEN 10,81+(1),2.9×6.8m,デジタル5.1ch
459,TOHO CINEMAS KUZUHA MALL,https://www.tohotheater.jp/theater/072/institution.html,SCREEN 1,374+(3),8.4×20.0m TCX®,デジタル5.1ch、DOLBY ATMOS
460,TOHO CINEMAS KUZUHA MALL,https://www.tohotheater.jp/theater/072/institution.html,SCREEN 2,161+(2),4.5×10.7m,デジタル5.1ch
461,TOHO CINEMAS KUZUHA MALL,https://www.tohotheater.jp/theater/072/institution.html,SCREEN 3,225+(2),5.9×14.2m,デジタル5.1ch
462,TOHO CINEMAS KUZUHA MALL,https://www.tohotheater.jp/theater/072/institution.html,SCREEN 4,212+(2),5.5×13.2m,デジタル5.1ch
463,TOHO CINEMAS KUZUHA MALL,https://www.tohotheater.jp/theater/072/institution.html,SCREEN 5,154+(2),5.5×13.2m,デジタル5.1ch
464,TOHO CINEMAS KUZUHA MALL,https://www.tohotheater.jp/theater/072/institution.html,SCREEN 6,314+(2),6.8×16.2m,デジタル5.1ch
465,TOHO CINEMAS KUZUHA MALL,https://www.tohotheater.jp/theater/072/institution.html,SCREEN 7,108+(2),4.1×9.8m,デジタル5.1ch
466,TOHO CINEMAS KUZUHA MALL,https://www.tohotheater.jp/theater/072/institution.html,SCREEN 8,127+(2),3.9×9.2m,デジタル5.1ch
467,TOHO CINEMAS KUZUHA MALL,https://www.tohotheater.jp/theater/072/institution.html,SCREEN 9,162+(2),5.1×12.2m,デジタル5.1ch
468,TOHO CINEMAS KUZUHA MALL,https://www.tohotheater.jp/theater/072/institution.html,SCREEN 10,116+(2),4.0×9.5m,デジタル5.1ch
469,TOHO CINEMAS SEVEN PARK AMAMI,https://www.tohotheater.jp/theater/086/institution.html,SCREEN 1,245+(2),15.0×6.3m,デジタル5.1ch／7.1ch
470,TOHO CINEMAS SEVEN PARK AMAMI,https://www.tohotheater.jp/theater/086/institution.html,SCREEN 2,245+(2),15.0×6.3m,デジタル5.1ch／7.1ch
471,TOHO CINEMAS SEVEN PARK AMAMI,https://www.tohotheater.jp/theater/086/institution.html,SCREEN 3,79+(2),8.6×3.6m,デジタル5.1ch／7.1ch
472,TOHO CINEMAS SEVEN PARK AMAMI,https://www.tohotheater.jp/theater/086/institution.html,SCREEN 4,98+(2),8.5×3.6m,デジタル5.1ch／7.1ch
473,TOHO CINEMAS SEVEN PARK AMAMI,https://www.tohotheater.jp/theater/086/institution.html,SCREEN 5,89+(2),8.6×3.6m,デジタル5.1ch／7.1ch
474,TOHO CINEMAS SEVEN PARK AMAMI,https://www.tohotheater.jp/theater/086/institution.html,SCREEN 6,185+(2),12.8×5.3m,轟音シアター
475,TOHO CINEMAS SEVEN PARK AMAMI,https://www.tohotheater.jp/theater/086/institution.html,SCREEN 7,104+(2),9.0×3.8m,デジタル5.1ch／7.1ch
476,TOHO CINEMAS SEVEN PARK AMAMI,https://www.tohotheater.jp/theater/086/institution.html,SCREEN 8,104+(2),9.0×3.8m,デジタル5.1ch／7.1ch
477,TOHO CINEMAS SEVEN PARK AMAMI,https://www.tohotheater.jp/theater/086/institution.html,SCREEN 9,195+(2),12.8×5.3m,デジタル5.1ch／7.1ch
478,TOHO CINEMAS NIJO,https://www.tohotheater.jp/theater/023/institution.html,PREMIER,68+(1),4.4×8.3m,デジタル5.1ch
479,TOHO CINEMAS NIJO,https://www.tohotheater.jp/theater/023/institution.html,SCREEN 1,280+(2),5.5×11.9m,デジタル5.1ch
480,TOHO CINEMAS NIJO,https://www.tohotheater.jp/theater/023/institution.html,SCREEN 2,125+(2),4.3×9.0m,デジタル5.1ch
481,TOHO CINEMAS NIJO,https://www.tohotheater.jp/theater/023/institution.html,SCREEN 3,105+(2),4.1×7.9m,デジタル5.1ch
482,TOHO CINEMAS NIJO,https://www.tohotheater.jp/theater/023/institution.html,SCREEN 4,105+(2),4.1×7.7m,デジタル5.1ch
483,TOHO CINEMAS NIJO,https://www.tohotheater.jp/theater/023/institution.html,SCREEN 5,163+(2),4.6×8.7m,デジタル5.1ch
484,TOHO CINEMAS NIJO,https://www.tohotheater.jp/theater/023/institution.html,SCREEN 6,221+(2),5.6×11.9m,デジタル5.1ch
485,TOHO CINEMAS NIJO,https://www.tohotheater.jp/theater/023/institution.html,SCREEN 7,114+(2),5.2×12.4m,デジタル5.1ch
486,TOHO CINEMAS NIJO,https://www.tohotheater.jp/theater/023/institution.html,SCREEN 8,153+(2),4.4×8.8m,デジタル5.1ch
487,TOHO CINEMAS NIJO,https://www.tohotheater.jp/theater/023/institution.html,SCREEN 9,117+(2),4.2×8.0m,デジタル5.1ch
488,TOHO CINEMAS NIJO,https://www.tohotheater.jp/theater/023/institution.html,SCREEN 10,324+(2),IMAX®デジタルシアター,
489,TOHO CINEMAS NISHINOMIYA OS,https://www.tohotheater.jp/theater/064/institution.html,SCREEN 1,299+(2),5.6×13.4m,デジタル5.1ch
490,TOHO CINEMAS NISHINOMIYA OS,https://www.tohotheater.jp/theater/064/institution.html,SCREEN 2,275+(2),IMAX®レーザー2021年11月19日（金）～導入,
